Intent,Utterance,Response,Language,Keywords,Confidence Threshold
Courses,wh@t progr@ms 4r pr0f3ssional tr@ining?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,@ny l3ssons f0r 3co-fr1endly dr1ving?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Wht drivng courses r suited for professional drivers?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,wh@t @r3 ur progr@ms f0r m0torcyc1e dr1ving?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,What courses do you offer for manual transmission?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Pno matuto ng eco-drivng lesson?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,@n0 ung kl@sing dr1v1ng kurs0 ny0?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,wh@ts ur m0st b@sic dr1v1ng pr0gram?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,What drivng classes focus on road safety?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Wht lessons for night drivng r offered?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Ano ang lesson pra sa professional drivers?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,wh@ts th3 cl@ss 4r sm@ll c@r dr1ving?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,@ny tr@in1ng f0r sp0rt dr1ving?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,@re there l3ssons for l1censed dr1v3rs who n33d m0re pr@ctice?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Any eco-drivng lessons?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,May night driving courses ba kayo?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,wh@t cl@sses f0cus 0n road s@fety?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Ano ung course nyo pra sa mga gustong mag-improve?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Anong mga courses niyo na swak para sa busy na schedule?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Anong mga kurso ang ino-offer ng driving school?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,M@yb@ng cl@ss p@ra s@ mga gust0ng m@p@bilis magdr1ve?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,wh@ts th3 c0urs3 f0r ppl wh0 @lr3@dy kn0w th3 b@sics?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,May specific na kurso ba para sa highway driving?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Any cours avaiable for beginners?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Pno maglesson s highway drivng?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Are there courses available for emergency vehicle driving?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,M@yb@ng cours3 f0r pr@kt1k@l l3sson?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,May special training ba kayo para sa mga gustong maging race car driver?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,M@yb@ng spec1@l cl@sses for night-time dr1ving?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Pno magapply sa motorcycle lesson?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Meron bng advanced driving lesson?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,May eco-driving courses ba kayo?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Pno magdriv ng city car?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Anong mga kurso para sa mga gustong mag-drive ng truck?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,What kind of courses prepare for the driving test?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,@ny c0urs3 4r s@f3ty wh3n dr1v1ng @t night?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Do you have beginner driving courses?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,d0 u h@v3 sp3ci@lized cl@sses f0r tr@ck dr1ving?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,What eco-driving courses do you provide?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,M@yb@ng l3sson f0r s@fety dr1v1ng?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,d0 u 0ffer l3ss0ns f0r b3ginn3rs?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Are there intensive courses available?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Anong klase ng kurso ang pwede para sa mga matagal nang hindi nagmamaneho?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Ano ung lesson nyo pra sa safety?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,May advanced motorcycle driving courses ba kayo?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Meron bng course para sa mga bata?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,What types of driving lessons are available?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,wh@ts ur progr@m f0r 1nt3rm3d1@t3 dr1v3rs?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,wh@ts th3 3asi3st cl@ss 4 a n3wbie?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Whts the prgm for familys lrnng to drive?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Ano ang mga klase niyo para sa motorcycle driving?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,@n0 ung cours3 p@ra s@ defensive dr1ving?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Anong mga kurso ang ino-offer niyo para sa emergency vehicle driving?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,M@yb@ng fast-track cl@ss f0r busy sch3dules?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,d0 u h@v3 pr0gr@ms f0r @dv@nc3d dr1v3rs?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Are there lessons for night driving?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Any weekend drivng courses avaiable?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Ano ang basic driving course niyo?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,What advanced courses are available?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,wh@t kind 0f pr@ct1c@l dr1v1ng cl@sses d0 u offer?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,M@yb@ng l3sson p@ra s@ m3rcado driv1ng?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Are there any specific programs for teenagers?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,What courses do you have for people who already have a license?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Ano ang mga available na driving programs ngayon?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,What kind of defensive driving programs do you offer?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Pno magdriv sa gabi?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Wht advanced drivng courses u hve?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Wh@t r th drivng lessons u hve?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,wh@t cours3s u offer f0r saf3 dr1v1ng?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Ano ang mga available na programa ng pag-aaral?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Anong klase ng training ang available para sa mga gustong maging instructor?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Ano ung lesson pra sa busy sched?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Are there courses on advanced driving techniques?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Meron bng courses pra sa professionals?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Whats the course for ppl returning to driving?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,@ny cl@sses th@t t@ke l3ss time but r 3ff3ct1ve?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,M@yb@ng spec1@l cours3 f0r w0men dr1vers?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,M@yb@ng 0ption p@ra mag-learn 0n w3ekends?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,d0 u 0ffer r3fresher cl@sses 4r v3t3ran dr1v3rs?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,M@yb@ng refresher cl@ss f0r veterans?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,wh@t @re ur @v@ilable @fternoon cours3s?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,P@no mk@t@k3 ng l3sson f0r f@milies?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Meron ba kayong intensive driving courses?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,What classes do you have for those returning to driving after a break?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,What driving courses are available for beginners?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,@n0 ung pin@k@basic na driv1ng cl@ss?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Wht's the best program for off-road driving?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Ano ung driving course na pra sa off-road?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Anong mga leksyon para sa mga walang karanasan sa pagmamaneho?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,wh@t 0pt10ns 4r s3ni0r cit1z3n dr1v3rs?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,@n0 ung driv1ng pr0gram na focus s@ s@fety?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Do you have a program for senior citizens?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,M@yb@ng kl@se f0r ppl who @lr3@dy dr1ve?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,What lessons do you offer for city driving?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,P@no mk@p@pili ng training for p@rents?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,What programs do you offer for people who want to improve their driving skills?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Ano-ano ang klase ng driving courses niyo?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,d0 u 0ffer pr@ctic@l d@ys f0r g@ining m0r3 exp3ri3nc3?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Do you offer drivers license preparation courses?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Wht lesson 4 night driving?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,What courses do u offer for experienced drivers?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Any courses for manual trnsmsion?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Any long-term drivng classes?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Meron bng eco-drivng lesson?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Do you offer short-term courses?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,wh@t l3ssons do u h@ve f0r @dvanced r3act1on sk1lls?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Meron bng refresher para sa drivers na di na nagdrive?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Do u hve drivng lessons for wmen drivers?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,M@yb@ng training f0r ppl who @lr3@dy dr1ve?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Do u offer fast courses for beginners?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Anong mga driving lessons ang available para sa mga matatanda?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,What programs do you offer for night-time driving?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Do u hve 1-day drving classes?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Are there courses for automatic transmission?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,@ny cours3s f0r m@nu@l tr@nsmission dr1ving?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,@n0 ung l3ssons f0r city driving on weekdays?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Ano ung mga refresher course nyo?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,P@no mk@apply s@mga weekend-only cours3s?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Any highway drivng course?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,What courses r focused on saftey?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,wh@t r ur l3ssons f0r 4ut0m@t1c tr@nsmission?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Ano ang kurso para sa manual transmission?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Ano ang course pra sa mga natatakot magdriv?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,wh@ts ur best c0urs3 f0r b@l@ncing s@f3ty and sp33d?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,May kurso ba kayo na pang-rehab ng mga natatakot mag-drive ulit?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,d0 u h@v3 tr@ining f0r prof3ssional dr1v3rs?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,wh@t dr1v1ng cl@ss3s u 0ffer?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,May program ba kayo para sa mga gustong matuto mag-drive ng manual?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Meron bng lesson pra sa truck drivng?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,wh@ts th3 cl@ss f0r off1c3r dr1v1ng?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,@n0 ung dr1v1ng c0urs3 p@ra sa mga p@professional?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,P@no mk@p@sign-up f0r motorcycle driv1ng cl@ss?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,What lessons do you offer for driving trucks or large vehicles?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Ano ang mga kurso niyo para sa seniors?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Are there courses designed for people who are afraid of driving?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,d0 u h@v3 @dv@nc3d mot0rcyc1e cl@sses?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,What driving classes do u recommend for teens?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,M@yb@ng l3sson p@ra s@ b@sic sk1lls 1mp0v3m3nt?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Do you offer courses that focus on road safety?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Are there specific courses for professional drivers?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Any classes focused on highway driving?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Ano ung lesson pra sa safety ng mga beginners?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,c@n I g3t @ cl@ss f0r m0torc@r r@cing?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,P@no mk@join ng p@ng-race cl@sses?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Anong kurso ang para sa night-time driving practice?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Meron bng short term drivng class?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Any l3ssons that focus on highway safety?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Do you offer lessons that include highway driving practice?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,May available ba na defensive driving courses?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Pno maglesson ng manual transmisn?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,M@yb@ng pr0gram f0r @dvanced drivers?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,What types of road rules training courses do you offer?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Do u have any race car driving lessons?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Do u hve defensive driving lessons?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Whts ur most basic drving course?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Anong mga kurso ang para sa mga gustong mag-improve ng skills nila?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Pno maglesson sa city drivng?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,R refresher lessons avaiable?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Any drving lessons for old ppl?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Pno mkpagstart ng drivng lesson?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,wh@t cl@sses 4r ppl wh0 w@nt 2 impr0v3 sk1lls?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,@n0 ung inooffer ny0ng l3sson s@ m@nu@l tr@nsmission?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Are there refresher courses offered?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
